trans_date,transaction_amount
2020-07-08,52700
2020-07-08,42350
2020-07-08,52700
2020-07-08,52700
2020-07-08,407000
2020-07-08,52700
2020-07-08,42350
2020-07-08,20200
2020-07-08,407000
2020-07-08,42350
2020-07-08,21850
2020-07-08,21850
2020-07-08,52700
2020-07-08,92700
2020-07-08,407000
2020-07-08,26850
2020-07-08,52700
2020-07-08,407000
2020-07-08,1248000
2020-07-08,26850
2020-07-08,52700
2020-07-08,42350
2020-07-08,52700
2020-07-08,26850
2020-07-08,306000
2020-07-08,52700
2020-07-08,52700
2020-07-08,52700
2020-07-08,52700
2020-07-08,26850
2020-07-08,42350
2020-07-08,42350
2020-07-08,52700
2020-07-08,20200
2020-07-08,52700
2020-07-08,193650
2020-07-08,26850
2020-07-08,20200
2020-07-08,306000
2020-07-08,20200
2020-07-08,21850
2020-07-08,306000
2020-07-08,31850
2020-07-08,178650
2020-07-08,52700
2020-07-08,52700
2020-07-08,52700
2020-07-08,123650
2020-07-08,52700
2020-07-08,1108000
2020-07-08,26850
2020-07-09,21700
2020-07-09,183650
2020-07-09,62700
2020-07-09,123650
2020-07-09,103600
2020-07-09,103600
2020-07-09,52700
2020-07-09,245100
2020-07-09,607500
2020-07-09,50300
2020-07-09,153600
2020-07-09,135600
2020-07-09,153650
2020-07-09,52700
2020-07-09,407000
2020-07-09,21700
2020-07-09,218600
2020-07-09,92700
2020-07-09,153600
2020-07-09,62700
2020-07-09,153600
2020-07-09,52700
2020-07-09,52700
2020-07-09,245100
2020-07-09,153600
2020-07-09,218600
2020-07-09,205100
2020-07-09,52700
2020-07-09,306000
2020-07-09,21700
2020-07-09,123600
2020-07-09,62700
2020-07-09,31750
2020-07-09,123650
2020-07-09,366500
2020-07-09,1114250
2020-07-09,224100
2020-07-09,153650
2020-07-09,103600
2020-07-09,103600
2020-07-09,123600
2020-07-09,21700
2020-07-09,52700
2020-07-09,183600
2020-07-09,153600
2020-07-09,153600
2020-07-09,97700
2020-07-09,153650
2020-07-09,123600
2020-07-09,153600
2020-07-09,183650
2020-07-09,667500
2020-07-09,123600
2020-07-09,21850
2020-07-09,123600
2020-07-09,103600
2020-07-09,407000
2020-07-09,103650
2020-07-09,163650
2020-07-09,76700
2020-07-09,123600
2020-07-09,62700
2020-07-09,486500
2020-07-09,123600
2020-07-09,486500
2020-07-09,1445400
2020-07-09,72700
2020-07-09,245100
2020-07-09,103600
2020-07-09,153600
2020-07-09,214100
2020-07-09,87700
2020-07-09,26850
2020-07-09,517000
2020-07-09,123600
2020-07-09,103600
2020-07-09,21700
2020-07-09,52700
2020-07-09,245100
2020-07-09,103600
2020-07-09,123650
2020-07-09,153600
2020-07-09,103600
2020-07-09,153600
2020-07-09,103600
2020-07-09,31750
2020-07-10,62700
2020-07-10,42300
2020-07-10,42300
2020-07-10,92700
2020-07-10,3428000
2020-07-10,407000
2020-07-10,205300
2020-07-10,143650
2020-07-10,62700
2020-07-10,205300
2020-07-10,768000
2020-07-10,123600
2020-07-10,62700
2020-07-10,205100
2020-07-10,153600
2020-07-10,62700
2020-07-10,245100
2020-07-10,82700
2020-07-10,42300
2020-07-10,62700
2020-07-10,21700
2020-07-10,170650
2020-07-10,21700
2020-07-10,205100
2020-07-10,205100
2020-07-10,42300
2020-07-10,245100
2020-07-10,163600
2020-07-10,62700
2020-07-10,42300
2020-07-10,62700
2020-07-10,123600
2020-07-10,82700
2020-07-10,1008000
2020-07-10,140650
2020-07-10,205300
2020-07-10,52700
2020-07-10,21700
2020-07-10,123600
2020-07-10,62700
2020-07-10,615000
2020-07-11,245300
2020-07-11,497000
2020-07-12,42350
2020-07-12,82700
2020-07-12,396500
2020-07-12,42350
2020-07-12,21850
2020-07-12,220300
2020-07-12,21850
2020-07-12,47350
2020-07-12,21850
2020-07-12,77700
2020-07-14,62700
2020-07-14,205100
2020-07-14,163600
2020-07-14,42350
2020-07-14,21700
2020-07-14,123650
2020-07-14,306500
2020-07-14,21700
2020-07-14,183650
2020-07-14,52700
2020-07-14,163600
2020-07-14,21700
2020-07-14,62700
2020-07-14,21700
2020-07-14,225300
2020-07-14,52700
2020-07-14,205100
2020-07-14,306000
2020-07-14,21700
2020-07-14,62700
2020-07-14,62700
2020-07-14,21700
2020-07-14,62700
2020-07-14,52700
2020-07-14,21700
2020-07-14,52700
2020-07-14,21700
2020-07-14,21700
2020-07-14,205100
2020-07-14,62700
2020-07-14,205100
2020-07-14,205100
2020-07-14,21700
2020-07-14,205100
2020-07-14,467000
2020-07-14,205100
2020-07-14,21700
2020-07-14,205100
2020-07-14,205100
2020-07-14,21700
2020-07-14,205100
2020-07-14,42350
2020-07-14,21700
2020-07-14,42350
2020-07-14,21700
2020-07-14,52700
2020-07-14,21700
2020-07-14,52700
2020-07-14,21700
2020-07-14,607500
2020-07-14,52700
2020-07-14,21700
2020-07-14,306000
2020-07-14,21700
2020-07-14,426500
2020-07-14,62700
2020-07-14,426500
2020-07-14,592000
2020-07-14,21700
2020-07-14,72700
2020-07-14,205100
2020-07-14,205100
2020-07-14,62700
2020-07-14,52700
2020-07-14,21700
2020-07-14,143650
2020-07-14,205100
2020-07-14,21700
2020-07-14,21700
2020-07-14,205100
2020-07-14,62700
2020-07-14,103650
2020-07-14,52700
2020-07-14,407000
2020-07-14,42350
2020-07-14,62700
2020-07-14,205100
2020-07-14,205100
2020-07-14,62700
2020-07-14,21700
2020-07-14,426500
2020-07-14,306000
2020-07-14,21700
2020-07-14,205100
2020-07-14,21700
2020-07-14,62700
2020-07-14,205100
2020-07-14,31850
2020-07-14,205100
2020-07-14,82700
2020-07-14,42350
2020-07-14,21700
2020-07-14,306500
2020-07-14,205100
2020-07-14,306500
2020-07-14,205100
2020-07-14,306500
2020-07-14,42350
2020-07-14,205100
2020-07-14,426500
2020-07-14,42350
2020-07-14,21700
2020-07-14,592000
2020-07-14,21700
2020-07-14,42350
2020-07-14,2013000
2020-07-14,1114250
2020-07-14,62700
2020-07-14,427000
2020-07-14,52700
2020-07-14,407000
2020-07-14,103650
2020-07-14,21700
2020-07-14,62700
2020-07-14,52700
2020-07-14,62700
2020-07-14,21700
2020-07-14,205100
2020-07-14,205100
2020-07-14,62700
2020-07-14,205100
2020-07-14,21700
2020-07-14,21700
2020-07-14,62700
2020-07-14,82700
2020-07-14,62700
2020-07-14,205100
2020-07-14,275100
2020-07-14,21700
2020-07-14,205100
2020-07-14,21700
2020-07-14,205100
2020-07-14,21700
2020-07-14,21700
2020-07-14,21700
2020-07-14,21700
2020-07-14,123600
2020-07-14,62700
2020-07-14,21700
2020-07-14,62700
2020-07-14,21850
2020-07-14,52700
2020-07-14,163650
2020-07-14,21850
2020-07-14,183600
2020-07-14,62700
2020-07-14,52700
2020-07-14,21850
2020-07-14,275100
2020-07-14,407000
2020-07-14,21700
2020-07-14,527500
2020-07-14,205100
2020-07-14,205100
2020-07-14,426500
2020-07-15,82700
2020-07-15,103650
2020-07-15,31850
2020-07-15,82700
2020-07-15,183600
2020-07-15,183600
2020-07-15,62700
2020-07-15,62700
2020-07-15,52700
2020-07-15,62700
2020-07-15,245300
2020-07-15,407000
2020-07-15,62700
2020-07-15,366500
2020-07-15,62700
2020-07-15,62700
2020-07-15,183600
2020-07-15,52700
2020-07-15,62700
2020-07-15,52700
2020-07-15,183600
2020-07-15,62700
2020-07-15,133650
2020-07-15,62700
2020-07-15,62700
2020-07-15,123600
2020-07-15,245300
2020-07-15,82700
2020-07-15,62700
2020-07-15,62700
2020-07-15,183600
2020-07-15,62700
2020-07-15,62700
2020-07-15,123600
2020-07-15,62700
2020-07-15,103650
2020-07-15,92700
2020-07-15,103650
2020-07-15,62700
2020-07-15,52700
2020-07-15,67600
2020-07-15,62700
2020-07-15,123600
2020-07-15,42350
2020-07-15,62700
2020-07-15,183600
2020-07-15,62700
2020-07-15,183600
2020-07-15,205300
2020-07-15,123600
2020-07-15,62700
2020-07-15,62700
2020-07-15,52700
2020-07-15,487000
2020-07-15,42350
2020-07-15,62700
2020-07-15,62700
2020-07-15,62700
2020-07-15,183600
2020-07-15,62700
2020-07-15,62700
2020-07-15,62700
2020-07-15,123600
2020-07-15,123600
2020-07-15,62700
2020-07-15,103650
2020-07-15,52700
2020-07-15,62700
2020-07-15,52700
2020-07-15,72700
2020-07-15,52700
2020-07-15,62700
2020-07-15,62700
2020-07-15,62700
2020-07-15,153650
2020-07-15,62700
2020-07-15,52700
2020-07-15,62700
2020-07-15,52700
2020-07-15,62700
2020-07-15,92700
2020-07-15,52700
2020-07-15,183600
2020-07-15,62700
2020-07-15,62700
2020-07-15,82700
2020-07-15,395400
2020-07-15,42350
2020-07-15,123600
2020-07-15,183600
2020-07-15,123600
2020-07-15,62700
2020-07-15,52700
2020-07-15,183600
2020-07-15,62700
2020-07-15,62700
2020-07-15,62700
2020-07-15,123600
2020-07-15,21850
2020-07-15,123600
2020-07-15,31850
2020-07-15,42350
2020-07-15,52700
2020-07-15,62700
2020-07-15,103650
2020-07-15,62700
2020-07-15,123600
2020-07-15,62700
2020-07-15,123600
2020-07-15,62700
2020-07-15,82700
2020-07-15,92700
2020-07-15,31850
2020-07-15,163650
2020-07-15,62700
2020-07-15,62700
2020-07-15,62700
2020-07-15,447000
2020-07-15,62700
2020-07-15,42350
2020-07-15,183600
2020-07-15,42350
2020-07-15,62700
2020-07-15,103650
2020-07-15,82700
2020-07-15,62700
2020-07-15,52700
2020-07-15,62700
2020-07-15,52700
2020-07-15,62700
2020-07-15,52700
2020-07-16,62700
2020-07-16,146650
2020-07-16,62700
2020-07-16,62700
2020-07-16,42350
2020-07-16,366500
2020-07-16,31850
2020-07-16,42350
2020-07-16,31850
2020-07-16,123600
2020-07-16,8900
2020-07-16,103600
2020-07-16,407000
2020-07-16,123600
2020-07-16,92700
2020-07-16,245300
2020-07-16,103650
2020-07-16,888000
2020-07-16,245100
2020-07-16,103650
2020-07-16,123650
2020-07-16,143650
2020-07-16,50350
2020-07-16,31850
2020-07-16,103650
2020-07-16,62700
2020-07-16,103650
2020-07-16,42350
2020-07-16,163600
2020-07-16,31850
2020-07-16,123650
2020-07-16,123650
2020-07-17,62700
2020-07-17,62700
2020-07-17,3600
2020-07-17,21850
2020-07-17,21850
2020-07-17,42350
2020-07-17,153650
2020-07-17,21850
2020-07-17,21850
2020-07-17,62700
2020-07-17,31850
2020-07-17,1208000
2020-07-17,147650
2020-07-20,52700
2020-07-20,20000
2020-07-20,153650
2020-07-20,4808000
2020-07-20,306000
2020-07-20,123600
2020-07-20,183600
2020-07-20,306000
2020-07-20,183600
2020-07-20,306000
2020-07-20,205100
2020-07-20,183600
2020-07-20,205100
2020-07-20,205300
2020-07-20,183600
2020-07-20,183600
2020-07-20,306000
2020-07-20,238860
2020-07-20,100000
2020-07-20,205300
2020-07-20,245100
2020-07-20,153650
2020-07-20,153650
2020-07-20,245300
2020-07-20,26850
2020-07-20,306000
2020-07-20,306000
2020-07-20,183600
2020-07-20,205100
2020-07-20,306000
2020-07-20,183600
2020-07-20,306000
2020-07-20,348500
2020-07-20,100000
2020-07-20,205100
2020-07-20,306000
2020-07-20,183600
2020-07-20,205100
2020-07-20,1953000
2020-07-20,103650
2020-07-20,183600
2020-07-20,306000
2020-07-20,205100
2020-07-20,205100
2020-07-20,62700
2020-07-20,153650
2020-07-20,42350
2020-07-20,205100
2020-07-20,183600
2020-07-20,62700
2020-07-20,163650
2020-07-20,205100
2020-07-20,183600
2020-07-20,183600
2020-07-20,103650
2020-07-20,183600
2020-07-20,52700
2020-07-20,183600
2020-07-20,306000
2020-07-20,490500
2020-07-20,205100
2020-07-20,52700
2020-07-20,52700
2020-07-20,52700
2020-07-20,306000
2020-07-20,183600
2020-07-20,183600
2020-07-20,62700
2020-07-20,407000
2020-07-20,245100
2020-07-20,205100
2020-07-20,205100
2020-07-20,183600
2020-07-20,306000
2020-07-20,123600
2020-07-20,123600
2020-07-20,316500
2020-07-20,183650
2020-07-20,306000
2020-07-20,183600
2020-07-20,245300
2020-07-20,205100
2020-07-20,205300
2020-07-20,52700
2020-07-20,26850
2020-07-20,183600
2020-07-20,123600
2020-07-20,183600
2020-07-20,306000
2020-07-20,205100
2020-07-20,205300
2020-07-20,205100
2020-07-20,306000
2020-07-20,183600
2020-07-20,306000
2020-07-20,205300
2020-07-20,306000
2020-07-20,183600
2020-07-20,205100
2020-07-20,52700
2020-07-20,205100
2020-07-20,92700
2020-07-20,366000
2020-07-20,245100
2020-07-20,183600
2020-07-20,306000
2020-07-20,306000
2020-07-20,306000
2020-07-20,183600
2020-07-20,205100
2020-07-20,205100
2020-07-20,245100
2020-07-20,92700
2020-07-20,183600
2020-07-20,306000
2020-07-20,103650
2020-07-20,306000
2020-07-20,183600
2020-07-20,163650
2020-07-20,62700
2020-07-20,306000
2020-07-20,62700
2020-07-20,205100
2020-07-20,346500
2020-07-20,123600
2020-07-20,306000
2020-07-20,92700
2020-07-20,52700
2020-07-20,26850
2020-07-20,205300
2020-07-20,205300
2020-07-20,123600
2020-07-20,183600
2020-07-20,306000
2020-07-20,26850
2020-07-20,183600
2020-07-20,52700
2020-07-20,183600
2020-07-20,245100
2020-07-20,366500
2020-07-20,306500
2020-07-20,183600
2020-07-20,92700
2020-07-20,153650
2020-07-20,123600
2020-07-20,123600
2020-07-20,205100
2020-07-20,62700
2020-07-20,62700
2020-07-21,133650
2020-07-21,183650
2020-07-21,103650
2020-07-21,183650
2020-07-21,21850
2020-07-21,103650
2020-07-21,143650
2020-07-21,205300
2020-07-21,21850
2020-07-21,82700
2020-07-21,272100
2020-07-21,163650
2020-07-21,62700
2020-07-21,92700
2020-07-21,42350
2020-07-21,133650
2020-07-21,103650
2020-07-21,113650
2020-07-21,103650
2020-07-21,26850
2020-07-21,31850
2020-07-21,183650
2020-07-21,103650
2020-07-21,82700
2020-07-21,21850
2020-07-21,21850
2020-07-21,21850
2020-07-21,205300
2020-07-21,31850
2020-07-21,26850
2020-07-21,26850
2020-07-21,21850
2020-07-21,52700
2020-07-21,20200
2020-07-21,82700
2020-07-21,20200
2020-07-21,163650
2020-07-21,20200
2020-07-21,183650
2020-07-21,143650
2020-07-21,26850
2020-07-21,123650
2020-07-21,82700
2020-07-21,21850
2020-07-21,52700
2020-07-21,62700
2020-07-21,183650
2020-07-21,62700
2020-07-21,52700
2020-07-21,143650
2020-07-21,62700
2020-07-21,103650
2020-07-21,31850
2020-07-21,82700
2020-07-21,62700
2020-07-21,255300
2020-07-21,183650
2020-07-21,21850
2020-07-22,103600
2020-07-22,62700
2020-07-22,26850
2020-07-22,205100
2020-07-22,52700
2020-07-22,20200
2020-07-22,21850
2020-07-22,92700
2020-07-22,47350
2020-07-22,103600
2020-07-22,1118000
2020-07-22,26850
2020-07-22,26850
2020-07-22,13950
2020-07-22,205300
2020-07-22,82700
2020-07-22,20200
2020-07-22,103600
2020-07-22,20200
2020-07-22,42350
2020-07-22,82700
2020-07-22,205100
2020-07-22,517000
2020-07-22,103600
2020-07-22,20200
2020-07-22,205100
2020-07-22,42350
2020-07-22,62700
2020-07-22,103600
2020-07-22,52700
2020-07-22,52700
2020-07-22,507500
2020-07-22,20200
2020-07-22,103600
2020-07-22,31850
2020-07-22,103600
2020-07-22,21850
2020-07-22,21850
2020-07-22,26850
2020-07-22,103600
2020-07-22,52700
2020-07-22,26850
2020-07-22,52700
2020-07-22,103600
2020-07-22,52700
2020-07-22,205100
2020-07-22,205100
2020-07-22,103600
2020-07-22,21850
2020-07-22,47350
2020-07-22,62700
2020-07-22,77700
2020-07-22,62700
2020-07-22,163650
2020-07-22,205100
2020-07-22,136650
2020-07-22,103600
2020-07-22,52700
2020-07-22,103600
2020-07-22,103600
2020-07-22,5950
2020-07-22,77700
2020-07-22,103600
2020-07-22,20200
2020-07-22,52700
2020-07-22,20200
2020-07-22,33100
2020-07-22,20200
2020-07-22,26850
2020-07-22,103600
2020-07-22,52700
2020-07-22,42350
2020-07-22,103600
2020-07-22,21850
2020-07-22,21850
2020-07-22,103600
2020-07-22,20200
2020-07-22,72700
2020-07-22,163650
2020-07-22,103600
2020-07-22,26850
2020-07-22,21850
2020-07-22,21850
2020-07-23,42300
2020-07-23,26700
2020-07-23,26700
2020-07-23,183650
2020-07-23,487000
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,42300
2020-07-23,205100
2020-07-23,26700
2020-07-23,26700
2020-07-23,366000
2020-07-23,82700
2020-07-23,42300
2020-07-23,26700
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,42300
2020-07-23,42300
2020-07-23,26700
2020-07-23,205300
2020-07-23,42300
2020-07-23,1365500
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,42300
2020-07-23,42300
2020-07-23,62700
2020-07-23,42300
2020-07-23,26700
2020-07-23,366000
2020-07-23,26700
2020-07-23,42300
2020-07-23,42350
2020-07-23,26700
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,26700
2020-07-23,26700
2020-07-23,26700
2020-07-23,26700
2020-07-23,26700
2020-07-23,537000
2020-07-23,920500
2020-07-23,26700
2020-07-23,366000
2020-07-23,26700
2020-07-23,42300
2020-07-23,245300
2020-07-23,26700
2020-07-23,62700
2020-07-23,26700
2020-07-23,26700
2020-07-23,245300
2020-07-23,42300
2020-07-23,26700
2020-07-23,245300
2020-07-23,26700
2020-07-23,103600
2020-07-23,42300
2020-07-23,21700
2020-07-23,26700
2020-07-23,42300
2020-07-23,62700
2020-07-23,42300
2020-07-23,42300
2020-07-23,457000
2020-07-23,366000
2020-07-23,26700
2020-07-23,21850
2020-07-23,366000
2020-07-23,26700
2020-07-23,26700
2020-07-23,82700
2020-07-23,52700
2020-07-23,26700
2020-07-23,457000
2020-07-23,153650
2020-07-23,26700
2020-07-23,42300
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,26700
2020-07-23,42300
2020-07-23,26700
2020-07-23,832795
2020-07-23,547000
2020-07-23,26700
2020-07-23,42300
2020-07-23,547000
2020-07-23,42300
2020-07-23,42300
2020-07-23,26700
2020-07-23,1188000
2020-07-23,42300
2020-07-23,26700
2020-07-23,245300
2020-07-23,42300
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,205100
2020-07-23,42300
2020-07-23,26700
2020-07-23,42300
2020-07-23,42300
2020-07-23,21700
2020-07-23,547000
2020-07-23,26700
2020-07-23,26700
2020-07-23,42300
2020-07-23,245300
2020-07-23,21850
2020-07-23,42300
2020-07-23,62700
2020-07-23,42300
2020-07-23,42300
2020-07-23,62700
2020-07-23,42300
2020-07-23,26700
2020-07-23,42300
2020-07-23,245300
2020-07-23,26700
2020-07-23,42300
2020-07-23,42300
2020-07-23,26700
2020-07-23,42300
2020-07-23,314500
2020-07-23,366000
2020-07-23,712500
2020-07-23,42300
2020-07-23,26700
2020-07-24,306000
2020-07-24,21850
2020-07-24,42350
2020-07-24,42350
2020-07-24,42350
2020-07-24,103650
2020-07-24,306000
2020-07-24,306000
2020-07-24,306000
2020-07-24,205300
2020-07-24,82700
2020-07-24,306000
2020-07-24,486500
2020-07-24,306000
2020-07-24,205100
2020-07-24,486500
2020-07-24,42350
2020-07-24,205100
2020-07-24,205100
2020-07-24,42350
2020-07-24,306000
2020-07-24,245100
2020-07-24,456500
2020-07-24,82700
2020-07-24,103650
2020-07-24,306000
2020-07-24,205100
2020-07-24,306000
2020-07-24,42350
2020-07-24,205300
2020-07-24,306000
2020-07-24,82700
2020-07-24,205100
2020-07-24,306000
2020-07-24,205100
2020-07-24,205100
2020-07-24,70700
2020-07-24,42350
2020-07-24,205100
2020-07-24,205100
2020-07-24,306000
2020-07-24,205100
2020-07-24,486500
2020-07-24,306000
2020-07-24,306000
2020-07-24,205100
2020-07-24,306000
2020-07-24,205100
2020-07-24,205100
2020-07-24,306000
2020-07-24,426500
2020-07-24,306000
2020-07-24,205100
2020-07-24,205100
2020-07-24,103650
2020-07-24,205100
2020-07-24,205100
2020-07-24,205100
2020-07-24,234300
2020-07-24,306000
2020-07-24,42350
2020-07-24,205100
2020-07-24,486500
2020-07-24,183600
2020-07-24,597000
2020-07-24,306000
2020-07-24,205100
2020-07-24,306000
2020-07-24,486500
2020-07-24,306000
2020-07-24,205100
2020-07-24,205100
2020-07-24,306000
2020-07-24,42350
2020-07-24,183600
2020-07-24,3008000
2020-07-24,456500
2020-07-24,306000
2020-07-24,306000
2020-07-24,245100
2020-07-24,205100
2020-07-24,306000
2020-07-24,306000
2020-07-24,245100
2020-07-24,205100
2020-07-24,306000
2020-07-24,486500
2020-07-24,205100
2020-07-24,42350
2020-07-24,42350
2020-07-24,42350
2020-07-24,42350
2020-07-24,608000
2020-07-24,486500
2020-07-24,306000
2020-07-24,205100
2020-07-24,163650
2020-07-25,153650
2020-07-25,205300
2020-07-25,62700
2020-07-25,153650
2020-07-25,52700
2020-07-25,103650
2020-07-28,82700
2020-07-28,21850
2020-07-28,153650
2020-07-28,62700
2020-07-28,21850
2020-07-28,42350
2020-07-28,52700
2020-07-28,407000
2020-07-28,103650
2020-07-28,42350
2020-07-28,52700
2020-07-28,153650
2020-07-28,52700
2020-07-28,103650
2020-07-28,26850
2020-07-28,205300
2020-07-28,153650
2020-07-28,21850
2020-07-28,52700
2020-07-28,82700
2020-07-28,52700
2020-07-28,21850
2020-07-28,52700
2020-07-28,26850
2020-07-28,18750
2020-07-28,153650
2020-07-28,82700
2020-07-28,153650
2020-07-28,82700
2020-07-28,21850
2020-07-28,52700
2020-07-28,52700
2020-07-28,285300
2020-07-28,52700
2020-07-28,52700
2020-07-28,21850
2020-07-28,153650
2020-07-28,116150
2020-07-28,52700
2020-07-28,82700
2020-07-28,52700
2020-07-28,82700
2020-07-28,82700
2020-07-28,52700
2020-07-28,163650
2020-07-28,82700
2020-07-28,21850
2020-07-28,21850
2020-07-28,26850
2020-07-28,77700
2020-07-28,153650
2020-07-28,62700
2020-07-28,42350
2020-07-28,52700
2020-07-28,163650
2020-07-28,52700
2020-07-28,31850
2020-07-28,306500
2020-07-28,42350
2020-07-28,62700
2020-07-28,123650
2020-07-28,82700
2020-07-28,82700
2020-07-28,153650
2020-07-28,50000
2020-07-28,42350
2020-07-28,26850
2020-07-28,163650
2020-07-28,21850
2020-07-28,42350
2020-07-28,153650
2020-07-28,26850
2020-07-28,31850
2020-07-28,123650
2020-07-28,21850
2020-07-28,21850
2020-07-28,42350
2020-07-28,52700
2020-07-28,21850
2020-07-28,52700
2020-07-28,103650
2020-07-28,21850
2020-07-28,52700
2020-07-28,42350
2020-07-28,21850
2020-07-28,52700
2020-07-28,103650
2020-07-28,52700
2020-07-28,52700
2020-07-28,52700
2020-07-28,103650
2020-07-28,52700
2020-07-28,163650
2020-07-28,52700
2020-07-28,52700
2020-07-28,82700
2020-07-28,1968000
2020-07-28,52700
2020-07-28,306500
2020-07-28,52700
2020-07-28,52700
2020-07-28,21850
2020-07-28,163650
2020-07-28,42350
2020-07-29,426500
2020-07-29,205100
2020-07-29,62700
2020-07-29,205100
2020-07-29,205100
2020-07-29,205100
2020-07-29,245100
2020-07-29,205100
2020-07-29,245100
2020-07-29,245300
2020-07-29,205100
2020-07-29,205100
2020-07-29,205100
2020-07-29,205100
2020-07-29,205100
2020-07-29,245100
2020-07-30,245300
2020-07-30,31850
2020-07-30,52700
2020-07-30,245300
2020-07-30,42350
2020-07-30,21850
2020-07-30,52700
2020-07-30,52700
2020-07-30,143650
2020-07-30,62700
2020-07-30,52700
2020-07-30,42350
2020-07-30,153650
2020-07-30,42350
2020-07-30,52700
2020-07-30,52700
2020-07-30,52700
2020-07-30,153650
2020-07-30,11450
2020-07-30,42350
2020-07-30,245300
2020-07-30,52700
2020-07-30,245300
2020-07-30,42350
2020-07-30,245300
2020-07-30,42350
2020-07-30,11450
2020-07-30,386500
2020-07-30,245300
2020-07-30,62700
2020-07-30,52700
2020-07-30,52700
2020-07-30,123650
2020-07-30,62700
2020-07-30,245300
2020-07-30,42350
2020-07-30,245300
2020-07-30,306500
2020-07-30,82700
2020-07-30,42350
2020-08-03,21700
2020-08-03,21700
2020-08-03,205100
2020-08-03,52700
2020-08-03,205100
2020-08-03,11400
2020-08-03,52700
2020-08-03,11400
2020-08-03,205100
2020-08-03,205100
2020-08-03,21700
2020-08-03,52700
2020-08-03,52700
2020-08-03,11400
2020-08-03,205100
2020-08-03,205100
2020-08-03,205100
2020-08-03,205100
2020-08-03,205100
2020-08-03,11400
2020-08-03,21700
2020-08-03,52700
2020-08-03,52700
2020-08-03,11400
2020-08-03,727500
2020-08-03,245100
2020-08-03,205100
2020-08-03,21700
2020-08-03,205100
2020-08-03,21700
2020-08-03,727500
2020-08-03,205100
2020-08-04,1043000
